# 《国际中文教育中文水平等级标准》1-9级
# 20210324-GF 0025-2021《国际中文教育中文水平等级标准》.pdf
# https://github.com/shawkynasr/HSK-official-Query-System
# https://github.com/dawei7/new_hsk_scraping
# https://pandarin.net/new-hsk/
# http://www.davidpetersson.com/hsk-the-complete-hanban-lists-with-english-definitions/
# https://github.com/gigacool/hanyu-shuiping-kaoshi/blob/master/hsk.csv
#
# 备注，主要区别：
# - 称1（chèn）/称2（chēng）
# - 面1（脸面，方面）/面2（面条，繁体“麵、麪”）
#
# 词语	词性	拼音	序号	级别

首要	形	shǒuyào	9242	高等
寿命	名	shòumìng	9243	高等
受过		shòu∥guò	9244	高等
受害		shòu∥hài	9245	高等
受害人	名	shòuhàirén	9246	高等
受贿		shòu∥huì	9247	高等
受惊		shòu∥jīng	9248	高等
受苦		shòu∥kǔ	9249	高等
受理	动	shòulǐ	9250	高等
受骗		shòu∥piàn	9251	高等
受益	动	shòuyì	9252	高等
授权	动	shòuquán	9253	高等
授予	动	shòuyǔ	9254	高等
售价	名	shòujià	9255	高等
售票	动	shòupiào	9256	高等
书橱	名	shūchú	9257	高等
书籍	名	shūjí	9258	高等
书记	名	shūjì	9259	高等
书面	形	shūmiàn	9260	高等
书写	动	shūxiě	9261	高等
抒情	动	shūqíng	9262	高等
枢纽	名	shūniǔ	9263	高等
梳	动	shū	9264	高等
梳理	动	shūlǐ	9265	高等
梳子	名	shūzi	9266	高等
舒畅	形	shūchàng	9267	高等
疏导	动	shūdǎo	9268	高等
疏忽	动	shūhu	9269	高等
疏散	形、动	shūsàn	9270	高等
疏通	动	shūtōng	9271	高等
输家	名	shūjiā	9272	高等
输送	动	shūsòng	9273	高等
输血		shū∥xuè	9274	高等
输液		shū∥yè	9275	高等
赎	动	shú	9276	高等
暑期	名	shǔqī	9277	高等
属性	名	shǔxìng	9278	高等
曙光	名	shǔguāng	9279	高等
束缚	动	shùfù	9280	高等
树立	动	shùlì	9281	高等
树木	名	shùmù	9282	高等
树梢	名	shùshāo	9283	高等
树荫	名	shùyīn	9284	高等
树枝	名	shùzhī	9285	高等
竖	动、形	shù	9286	高等
数额	名	shù’é	9287	高等
数据库	名	shùjùkù	9288	高等
刷新	动	shuāxīn	9289	高等
耍	动	shuǎ	9290	高等
耍赖	动	shuǎlài	9291	高等
衰减	动	shuāijiǎn	9292	高等
衰竭	动	shuāijié	9293	高等
衰老	形	shuāilǎo	9294	高等
衰弱	形	shuāiruò	9295	高等
衰退	动	shuāituì	9296	高等
摔跤		shuāi∥jiāo	9297	高等
甩	动	shuǎi	9298	高等
率	动	shuài	9299	高等
拴	动	shuān	9300	高等
涮	动	shuàn	9301	高等
双胞胎	名	shuāngbāotāi	9302	高等
双边	形	shuāngbiān	9303	高等
双重	形	shuāngchóng	9304	高等
双向	形	shuāngxiàng	9305	高等
双赢	动	shuāngyíng	9306	高等
霜	名	shuāng	9307	高等
爽快	形	shuǎngkuai	9308	高等
水槽	名	shuǐcáo	9309	高等
水稻	名	shuǐdào	9310	高等
水管	名	shuǐguǎn	9311	高等
水壶	名	shuǐhú	9312	高等
水货	名	shuǐhuò	9313	高等
水晶	名	shuǐjīng	9314	高等
水利	名	shuǐlì	9315	高等
水灵灵	形	shuǐlínglíng	9316	高等
水龙头	名	shuǐlóngtóu	9317	高等
水落石出		shuǐluò-shíchū	9318	高等
水面	名	shuǐmiàn	9319	高等
水手	名	shuǐshǒu	9320	高等
水温	名	shuǐwēn	9321	高等
水域	名	shuǐyù	9322	高等
水源	名	shuǐyuán	9323	高等
水涨船高		shuǐzhǎng-chuángāo	9324	高等
水准	名	shuǐzhǔn	9325	高等
税收	名	shuìshōu	9326	高等
税务	名	shuìwù	9327	高等
睡袋	名	shuìdài	9328	高等
顺便	副	shùnbiàn	9329	高等
顺差	名	shùnchā	9330	高等
顺畅	形	shùnchàng	9331	高等
顺从	动	shùncóng	9332	高等
顺理成章		shùnlǐ-chéngzhāng	9333	高等
顺路	形、副	shùnlù	9334	高等
顺其自然		shùnqízìrán	9335	高等
顺势	副	shùnshì	9336	高等
顺手	形、副	shùnshǒu	9337	高等
顺心		shùn∥xīn	9338	高等
顺应	动	shùnyìng	9339	高等
顺着		shùnzhe	9340	高等
瞬间	名	shùnjiān	9341	高等
说白了		shuōbáile	9342	高等
说不上	动	shuōbushàng	9343	高等
说到底		shuōdàodǐ	9344	高等
说道	动、名	shuōdao	9345	高等
说干就干		shuō gàn jiù gàn	9346	高等
说谎		shuō∥huǎng	9347	高等
说老实话		shuō lǎoshi huà	9348	高等
说起来		shuō ·qǐ·lái	9349	高等
说情		shuō∥qíng	9350	高等
说闲话		shuō xiánhuà	9351	高等
说真的		shuō zhēnde	9352	高等
硕果	名	shuòguǒ	9353	高等
司法	动	sīfǎ	9354	高等
司空见惯		sīkōng-jiànguàn	9355	高等
司令	名	sīlìng	9356	高等
丝	名	sī	9357	高等
丝绸	名	sīchóu	9358	高等
丝毫	形	sīháo	9359	高等
私房钱	名	sī·fángqián	9360	高等
私家车	名	sījiāchē	9361	高等
私立	动、形	sīlì	9362	高等
私事	名	sīshì	9363	高等
私下	名、副	sīxià	9364	高等
私营	形	sīyíng	9365	高等
私有	动	sīyǒu	9366	高等
私自	副	sīzì	9367	高等
思路	名	sīlù	9368	高等
思念	动	sīniàn	9369	高等
思前想后		sīqián-xiǎnghòu	9370	高等
思索	动	sīsuǒ	9371	高等
撕	动	sī	9372	高等
死心		sǐ∥xīn	9373	高等
死心塌地		sǐxīn-tādì	9374	高等
四合院	名	sìhéyuàn	9375	高等
四季	名	sìjì	9376	高等
四面八方		sìmiàn-bāfāng	9377	高等
寺庙	名	sìmiào	9378	高等
似曾相识		sìcéng-xiāngshí	9379	高等
似是而非		sìshì-érfēi	9380	高等
伺机	动	sìjī	9381	高等
饲料	名	sìliào	9382	高等
饲养	动	sìyǎng	9383	高等
松绑		sōng∥bǎng	9384	高等
松弛	形	sōngchí	9385	高等
耸立	动	sǒnglì	9386	高等
送别		sòng∥bié	9387	高等
搜查	动	sōuchá	9388	高等
搜集	动	sōují	9389	高等
搜救	动	sōujiù	9390	高等
搜寻	动	sōuxún	9391	高等
艘	量	sōu	9392	高等
苏醒	动	sūxǐng	9393	高等
酥	形	sū	9394	高等
俗	形	sú	9395	高等
俗话	名	súhuà	9396	高等
俗话说		súhuà shuō	9397	高等
俗语	名	súyǔ	9398	高等
诉苦		sù∥kǔ	9399	高等
诉说	动	sùshuō	9400	高等
诉讼	动	sùsòng	9401	高等
素	形、名	sù	9402	高等
素不相识		sùbùxiāngshí	9403	高等
素材	名	sùcái	9404	高等
素描	名	sùmiáo	9405	高等
素食	名	sùshí	9406	高等
素养	名	sùyǎng	9407	高等
塑造	动	sùzào	9408	高等
蒜	名	suàn	9409	高等
算计	动	suàn·jì	9410	高等
算盘	名	suàn·pán	9411	高等
算账		suàn∥zhàng	9412	高等
虽说	连	suīshuō	9413	高等
随处可见		suíchù kě jiàn	9414	高等
随大溜		suí dàliù	9415	高等
随机	形	suíjī	9416	高等
随即	副	suíjí	9417	高等
随身	形	suíshēn	9418	高等
随时随地		suíshí-suídì	9419	高等
随心所欲		suíxīnsuǒyù	9420	高等
遂心		suì∥xīn	9421	高等
隧道	名	suìdào	9422	高等
损	动	sǔn	9423	高等
损坏	动	sǔnhuài	9424	高等
损人利己		sǔnrén-lìjǐ	9425	高等
损伤	动	sǔnshāng	9426	高等
缩	动	suō	9427	高等
缩水		suō∥shuǐ	9428	高等
缩影	名	suōyǐng	9429	高等
所属	形	suǒshǔ	9430	高等
所谓	形	suǒwèi	9431	高等
所作所为		suǒzuò-suǒwéi	9432	高等
索赔	动	suǒpéi	9433	高等
索取	动	suǒqǔ	9434	高等
索性	副	suǒxìng	9435	高等
锁定	动	suǒdìng	9436	高等
他人	代	tārén	9437	高等
塌	动	tā	9438	高等
踏上		tàshang	9439	高等
胎	名、量	tāi	9440	高等
胎儿	名	tāi’ér	9441	高等
台球	名	táiqiú	9442	高等
太极	名	tàijí	9443	高等
太极拳	名	tàijíquán	9444	高等
太平	形	tàipíng	9445	高等
泰斗	名	tàidǒu	9446	高等
贪	动	tān	9447	高等
贪婪	形	tānlán	9448	高等
贪玩儿	动	tānwánr	9449	高等
贪污	动	tānwū	9450	高等
摊	动、名、量	tān	9451	高等
瘫	动	tān	9452	高等
瘫痪	动	tānhuàn	9453	高等
坛	名	tán	9454	高等
谈不上		tán bu shàng	9455	高等
谈到		tándào	9456	高等
谈论	动	tánlùn	9457	高等
谈起		tánqǐ	9458	高等
弹性	名	tánxìng	9459	高等
痰	名	tán	9460	高等
坦白	形、动	tǎnbái	9461	高等
坦诚	形	tǎnchéng	9462	高等
坦克	名	tǎnkè	9463	高等
坦然	形	tǎnrán	9464	高等
坦率	形	tǎnshuài	9465	高等
毯子	名	tǎnzi	9466	高等
炭	名	tàn	9467	高等
探	动	tàn	9468	高等
探测	动	tàncè	9469	高等
探亲		tàn∥qīn	9470	高等
探求	动	tànqiú	9471	高等
探望	动	tànwàng	9472	高等
探险		tàn∥xiǎn	9473	高等
碳	名	tàn	9474	高等
汤圆	名	tāngyuán	9475	高等
堂	量	táng	9476	高等
糖果	名	tángguǒ	9477	高等
糖尿病	名	tángniàobìng	9478	高等
倘若	连	tǎngruò	9479	高等
淌	动	tǎng	9480	高等
烫	动、形	tàng	9481	高等
掏钱		tāo qián	9482	高等
滔滔不绝		tāotāo-bùjué	9483	高等
逃避	动	táobì	9484	高等
逃生	动	táoshēng	9485	高等
逃亡	动	táowáng	9486	高等
陶瓷	名	táocí	9487	高等
陶冶	动	táoyě	9488	高等
陶醉	动	táozuì	9489	高等
淘	动	táo	9490	高等
淘气		táo∥qì	9491	高等
淘汰	动	táotài	9492	高等
讨	动	tǎo	9493	高等
讨好		tǎo∥hǎo	9494	高等
讨价还价		tǎojià-huánjià	9495	高等
讨人喜欢		tǎo rén xǐhuan	9496	高等
特产	名	tèchǎn	9497	高等
特长	名	tècháng	9498	高等
特例	名	tèlì	9499	高等
特权	名	tèquán	9500	高等
特邀	动	tèyāo	9501	高等
特制	动	tèzhì	9502	高等
特质	名	tèzhì	9503	高等
腾	动	téng	9504	高等
藤椅	名	téngyǐ	9505	高等
剔除	动	tīchú	9506	高等
梯子	名	tīzi	9507	高等
提拔	动	tíbá	9508	高等
提炼	动	tíliàn	9509	高等
提名		tí∥míng	9510	高等
提速		tí∥sù	9511	高等
提心吊胆		tíxīn-diàodǎn	9512	高等
提议	动、名	tíyì	9513	高等
提早	动	tízǎo	9514	高等
体谅	动	tǐliàng	9515	高等
体面	名、形	tǐmiàn	9516	高等
体能	名	tǐnéng	9517	高等
体贴	动	tǐtiē	9518	高等
体温	名	tǐwēn	9519	高等
体系	名	tǐxì	9520	高等
体制	名	tǐzhì	9521	高等
体质	名	tǐzhì	9522	高等
剃	动	tì	9523	高等
替换	动	tìhuàn	9524	高等
替身	名	tìshēn	9525	高等
天长地久		tiāncháng-dìjiǔ	9526	高等
天地	名	tiāndì	9527	高等
天鹅	名	tiān’é	9528	高等
天分	名	tiānfèn	9529	高等
天赋	动、名	tiānfù	9530	高等
天经地义		tiānjīng-dìyì	9531	高等
天平	名	tiānpíng	9532	高等
天桥	名	tiānqiáo	9533	高等
天生	形	tiānshēng	9534	高等
天使	名	tiānshǐ	9535	高等
天线	名	tiānxiàn	9536	高等
天性	名	tiānxìng	9537	高等
天主教	名	Tiānzhǔjiào	9538	高等
添加	动	tiānjiā	9539	高等
甜美	形	tiánměi	9540	高等
甜蜜	形	tiánmì	9541	高等
甜头	名	tiántou	9542	高等
填补	动	tiánbǔ	9543	高等
填充	动	tiánchōng	9544	高等
填写	动	tiánxiě	9545	高等
舔	动	tiǎn	9546	高等
挑剔	动	tiāoti	9547	高等
条款	名	tiáokuǎn	9548	高等
条例	名	tiáolì	9549	高等
条约	名	tiáoyuē	9550	高等
调侃	动	tiáokǎn	9551	高等
调控	动	tiáokòng	9552	高等
调料	名	tiáoliào	9553	高等
调试	动	tiáoshì	9554	高等
挑起		tiǎoqǐ	9555	高等
挑衅	动	tiǎoxìn	9556	高等
跳槽		tiào∥cáo	9557	高等
跳动	动	tiàodòng	9558	高等
跳伞		tiào∥sǎn	9559	高等
跳跃	动	tiàoyuè	9560	高等
贴近	动、形	tiējìn	9561	高等
贴切	形	tiēqiè	9562	高等
帖子	名	tiězi	9563	高等
听从	动	tīngcóng	9564	高等
听话		tīng∥huà	9565	高等
停泊	动	tíngbó	9566	高等
停车位	名	tíngchēwèi	9567	高等
停电	动	tíngdiàn	9568	高等
停顿	动	tíngdùn	9569	高等
停放	动	tíngfàng	9570	高等
停业		tíng∥yè	9571	高等
通畅	形	tōngchàng	9572	高等
通车		tōng∥chē	9573	高等
通风		tōng∥fēng	9574	高等
通告	动、名	tōnggào	9575	高等
通缉	动	tōngjī	9576	高等
通顺	形	tōngshùn	9577	高等
通俗	形	tōngsú	9578	高等
通通	副	tōngtōng	9579	高等
通往		tōngwǎng	9580	高等
通宵	名	tōngxiāo	9581	高等
通行证	名	tōngxíngzhèng	9582	高等
同伴	名	tóngbàn	9583	高等
同步	动	tóngbù	9584	高等
同等	形	tóngděng	9585	高等
同感	名	tónggǎn	9586	高等
同伙	动、名	tónghuǒ	9587	高等
同类	形、名	tónglèi	9588	高等
同盟	动、名	tóngméng	9589	高等
同年	名	tóngnián	9590	高等
同人	名	tóngrén	9591	高等
同志	名	tóngzhì	9592	高等
同舟共济		tóngzhōu-gòngjì	9593	高等
铜	名	tóng	9594	高等
统筹	动	tǒngchóu	9595	高等
统统	副	tǒngtǒng	9596	高等
统治	动	tǒngzhì	9597	高等
捅	动	tǒng	9598	高等
桶	名	tǒng	9599	高等
筒	名	tǒng	9600	高等
痛	副	tòng	9601	高等
痛心	形	tòngxīn	9602	高等
偷看		tōukàn	9603	高等
偷窥	动	tōukuī	9604	高等
偷懒		tōu∥lǎn	9605	高等
头部	名	tóubù	9606	高等
头顶	名	tóudǐng	9607	高等
头号	形	tóuhào	9608	高等
头条	名	tóutiáo	9609	高等
头头是道		tóutóu-shìdào	9610	高等
头衔	名	tóuxián	9611	高等
头晕	动	tóuyūn	9612	高等
投奔	动	tóubèn	9613	高等
投稿		tóu∥gǎo	9614	高等
投机	形、动	tóujī	9615	高等
投射	动	tóushè	9616	高等
投身	动	tóushēn	9617	高等
投降	动	tóuxiáng	9618	高等
透彻	形	tòuchè	9619	高等
透过	动	tòuguò	9620	高等
透气		tòu∥qì	9621	高等
透支	动	tòuzhī	9622	高等
凸	形	tū	9623	高等
凸显	动	tūxiǎn	9624	高等
秃	形	tū	9625	高等
突发	动	tūfā	9626	高等
突击	动	tūjī	9627	高等
突破口	名	tūpòkǒu	9628	高等
突如其来		tūrú-qílái	9629	高等
图表	名	túbiǎo	9630	高等
图像	名	túxiàng	9631	高等
图形	名	túxíng	9632	高等
图纸	名	túzhǐ	9633	高等
徒步	副	túbù	9634	高等
涂	动	tú	9635	高等
屠杀	动	túshā	9636	高等
土匪	名	tǔfěi	9637	高等
土壤	名	tǔrǎng	9638	高等
土生土长		tǔshēng-tǔzhǎng	9639	高等
团伙	名	tuánhuǒ	9640	高等
团聚	动	tuánjù	9641	高等
团员	名	tuányuán	9642	高等
团圆	动	tuányuán	9643	高等
推测	动	tuīcè	9644	高等
推辞	动	tuīcí	9645	高等
推断	动	tuīduàn	9646	高等
推翻		tuī∥fān	9647	高等
推荐	动	tuījiàn	9648	高等
推理	动	tuīlǐ	9649	高等
推敲	动	tuīqiāo	9650	高等
推算	动	tuīsuàn	9651	高等
推卸	动	tuīxiè	9652	高等
推选	动	tuīxuǎn	9653	高等
推移	动	tuīyí	9654	高等
颓废	形	tuífèi	9655	高等
退回	动	tuìhuí	9656	高等
退却	动	tuìquè	9657	高等
退让	动	tuìràng	9658	高等
退缩	动	tuìsuō	9659	高等
退休金	名	tuìxiūjīn	9660	高等
退学		tuì∥xué	9661	高等
退役		tuì∥yì	9662	高等
屯	名	tún	9663	高等
托付	动	tuōfù	9664	高等
拖累	动	tuōlěi	9665	高等
拖欠	动	tuōqiàn	9666	高等
拖延	动	tuōyán	9667	高等
脱节		tuō∥jié	9668	高等
脱口而出		tuōkǒu’érchū	9669	高等
脱落	动	tuōluò	9670	高等
脱身		tuō∥shēn	9671	高等
脱颖而出		tuōyǐng’érchū	9672	高等
驮	动	tuó	9673	高等
妥	形	tuǒ	9674	高等
妥当	形	tuǒ·dàng	9675	高等
妥善	形	tuǒshàn	9676	高等
妥协	动	tuǒxié	9677	高等
拓宽	动	tuòkuān	9678	高等
拓展	动	tuòzhǎn	9679	高等
唾液	名	tuòyè	9680	高等
挖掘	动	wājué	9681	高等
挖苦	动	wāku	9682	高等
瓦	名	wǎ	9683	高等
歪	形	wāi	9684	高等
歪曲	动	wāiqū	9685	高等
外表	名	wàibiǎo	9686	高等
外公	名	wàigōng	9687	高等
外行	形、名	wàiháng	9688	高等
外号	名	wàihào	9689	高等
外籍	名	wàijí	9690	高等
外贸	名	wàimào	9691	高等
外貌	名	wàimào	9692	高等
外婆	名	wàipó	9693	高等
外企	名	wàiqǐ	9694	高等
外星人	名	wàixīngrén	9695	高等
外形	名	wàixíng	9696	高等
外援	名	wàiyuán	9697	高等
丸	名、量	wán	9698	高等
完备	形	wánbèi	9699	高等
完毕	动	wánbì	9700	高等
完蛋		wán∥dàn	9701	高等
完好	形	wánhǎo	9702	高等
玩耍	动	wánshuǎ	9703	高等
玩意儿	名	wányìr	9704	高等
顽固	形	wángù	9705	高等
挽	动	wǎn	9706	高等
挽回	动	wǎnhuí	9707	高等
挽救	动	wǎnjiù	9708	高等
晚间	名	wǎnjiān	9709	高等
晚年	名	wǎnnián	9710	高等
晚期	名	wǎnqī	9711	高等
惋惜	形	wǎnxī	9712	高等
万分	副	wànfēn	9713	高等
万古长青		wàngǔ-chángqīng	9714	高等
万能	形	wànnéng	9715	高等
万万	副	wànwàn	9716	高等
万无一失		wànwú-yìshī	9717	高等
汪洋	形	wāngyáng	9718	高等
亡羊补牢		wángyáng-bǔláo	9719	高等
王国	名	wángguó	9720	高等
王牌	名	wángpái	9721	高等
网点	名	wǎngdiǎn	9722	高等
网民	名	wǎngmín	9723	高等
往常	名	wǎngcháng	9724	高等
往返	动	wǎngfǎn	9725	高等
往日	名	wǎngrì	9726	高等
往事	名	wǎngshì	9727	高等
妄想	动、名	wàngxiǎng	9728	高等
忘不了		wàng bu liǎo	9729	高等
忘掉		wàng∥diào	9730	高等
旺	形	wàng	9731	高等
旺季	名	wàngjì	9732	高等
旺盛	形	wàngshèng	9733	高等
望	动	wàng	9734	高等
望远镜	名	wàngyuǎnjìng	9735	高等
危及	动	wēijí	9736	高等
危急	形	wēijí	9737	高等
威风	名、形	wēifēng	9738	高等
威力	名	wēilì	9739	高等
威慑	动	wēishè	9740	高等
威信	名	wēixìn	9741	高等
微不足道		wēibùzúdào	9742	高等
微观	形	wēiguān	9743	高等
微妙	形	wēimiào	9744	高等
微弱	形	wēiruò	9745	高等
微型	形	wēixíng	9746	高等
为人	动、名	wéirén	9747	高等
违背	动	wéibèi	9748	高等
违约		wéi∥yuē	9749	高等
违章		wéi∥zhāng	9750	高等
围墙	名	wéiqiáng	9751	高等
唯	副	wéi	9752	高等
唯独	副	wéidú	9753	高等
伪造	动	wěizào	9754	高等
伪装	动、名	wěizhuāng	9755	高等
尾气	名	wěiqì	9756	高等
尾声	名	wěishēng	9757	高等
纬度	名	wěidù	9758	高等
委屈	形、动	wěiqu	9759	高等
委婉	形	wěiwǎn	9760	高等
委员	名	wěiyuán	9761	高等
委员会	名	wěiyuánhuì	9762	高等
萎缩	动	wěisuō	9763	高等
卫视	名	wèishì	9764	高等
未	副	wèi	9765	高等
未成年人	名	wèichéngniánrén	9766	高等
未经	动	wèijīng	9767	高等
未免	副	wèimiǎn	9768	高等
未知数	名	wèizhīshù	9769	高等
位子	名	wèizi	9770	高等
味精	名	wèijīng	9771	高等
畏惧	动	wèijù	9772	高等
畏缩	动	wèisuō	9773	高等
胃口	名	wèikǒu	9774	高等
喂养	动	wèiyǎng	9775	高等
慰劳	动	wèiláo	9776	高等
温度计	名	wēndùjì	9777	高等
温泉	名	wēnquán	9778	高等
温柔	形	wēnróu	9779	高等
温室	名	wēnshì	9780	高等
温习	动	wēnxí	9781	高等
温馨	形	wēnxīn	9782	高等
瘟疫	名	wēnyì	9783	高等
文	名	wén	9784	高等
文具	名	wénjù	9785	高等
文科	名	wénkē	9786	高等
文盲	名	wénmáng	9787	高等
文凭	名	wénpíng	9788	高等
文人	名	wénrén	9789	高等
文物	名	wénwù	9790	高等
文献	名	wénxiàn	9791	高等
文雅	形	wényǎ	9792	高等
闻名	动	wénmíng	9793	高等
蚊帐	名	wénzhàng	9794	高等
蚊子	名	wénzi	9795	高等
吻	名、动	wěn	9796	高等
吻合	形	wěnhé	9797	高等
紊乱	形	wěnluàn	9798	高等
稳固	形、动	wěngù	9799	高等
稳健	形	wěnjiàn	9800	高等
稳妥	形	wěntuǒ	9801	高等
稳重	形	wěnzhòng	9802	高等
问卷	名	wènjuàn	9803	高等
问世	动	wènshì	9804	高等
窝	名	wō	9805	高等
卧	动	wò	9806	高等
污秽	形、名	wūhuì	9807	高等
巫婆	名	wūpó	9808	高等
呜咽	动	wūyè	9809	高等
屋顶	名	wūdǐng	9810	高等
无比	动	wúbǐ	9811	高等
无不	副	wúbù	9812	高等
无偿	形	wúcháng	9813	高等
无敌	动	wúdí	9814	高等
无恶不作		wú’è-búzuò	9815	高等
无非	副	wúfēi	9816	高等
无辜	形、名	wúgū	9817	高等
无故	副	wúgù	9818	高等
无关紧要		wúguān-jǐnyào	9819	高等
无话可说		wúhuà-kěshuō	9820	高等
无济于事		wújìyúshì	9821	高等
无家可归		wújiā-kěguī	9822	高等
无精打采		wújīng-dǎcǎi	9823	高等
无可奉告		wúkěfènggào	9824	高等
无可厚非		wúkěhòufēi	9825	高等
无可奈何		wúkěnàihé	9826	高等
无理	动	wúlǐ	9827	高等
无力	动	wúlì	9828	高等
无论如何		wúlùn-rúhé	9829	高等
无能	形	wúnéng	9830	高等
无能为力		wúnéngwéilì	9831	高等
无情	形	wúqíng	9832	高等
无情无义		wúqíng-wúyì	9833	高等
无穷	动	wúqióng	9834	高等
无私	形	wúsī	9835	高等
无所事事		wúsuǒshìshì	9836	高等
无所作为		wúsuǒzuòwéi	9837	高等
无条件	动	wútiáojiàn	9838	高等
无微不至		wúwēi-búzhì	9839	高等
无线	形	wúxiàn	9840	高等
无线电	名	wúxiàndiàn	9841	高等
无形	形	wúxíng	9842	高等
无形中	副	wúxíngzhōng	9843	高等
无须	副	wúxū	9844	高等
无意	动、副	wúyì	9845	高等
无忧无虑		wúyōu-wúlǜ	9846	高等
无缘	动、副	wúyuán	9847	高等
